address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
Dudley Rd,SUDBURY,MA,01776,NA,1600.0,3.0,2.0,48,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/249179507_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Poplar St,SUDBURY,MA,01776,NA,2975.0,4.0,2.5,35,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/249388690_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wolbach Rd,Sudbury,MA,01776,NA,5150.0,4.0,5.0,301,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243667850_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Dutton Rd,SUDBURY,MA,01776,NA,3468.0,4.0,3.0,97,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247975695_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
North Rd UNIT 58,SUDBURY,MA,01776,NA,1724.0,2.0,2.0,64,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/248922567_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
383 River Rd,CARLISLE,MA,01741,5495000,10195.0,7.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/383-River-Rd-Carlisle-MA-01741/57057849_zpid/
161 Kimball Rd,CARLISLE,MA,01741,1698000,6007.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/161-Kimball-Rd-Carlisle-MA-01741/57058974_zpid/
131 River Rd,CARLISLE,MA,01741,599900,2948.0,3.0,3.0,6,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/131-River-Rd-Carlisle-MA-01741/57058286_zpid/
19 Craigie Cir,CARLISLE,MA,01741,549000,2432.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/19-Craigie-Cir-Carlisle-MA-01741/57058314_zpid/
50 Heald Rd,CARLISLE,MA,01741,699900,2104.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-Heald-Rd-Carlisle-MA-01741/57058088_zpid/
139 Rutland St,CARLISLE,MA,01741,899000,2691.0,4.0,3.0,6,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/139-Rutland-St-Carlisle-MA-01741/57058865_zpid/
296 Brook St,CARLISLE,MA,01741,579000,2420.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/296-Brook-St-Carlisle-MA-01741/57057535_zpid/
615 Bedford Rd,CARLISLE,MA,01741,699000,2352.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/615-Bedford-Rd-Carlisle-MA-01741/57058342_zpid/
108 Stearns St,CARLISLE,MA,01741,1698000,3713.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/108-Stearns-St-Carlisle-MA-01741/123754310_zpid/
103 Mill Pond Ln,CARLISLE,MA,01741,3375000,5431.0,5.0,5.0,40,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/103-Mill-Pond-Ln-Carlisle-MA-01741/57057722_zpid/
479 West St,CARLISLE,MA,01741,1250000,5747.0,5.0,6.0,106,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/479-West-St-Carlisle-MA-01741/57057504_zpid/
63 Hanover Rd,CARLISLE,MA,01741,1469900,5308.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-Hanover-Rd-Carlisle-MA-01741/123754380_zpid/
3 Forest Park Dr,CARLISLE,MA,01741,800000,4312.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Forest-Park-Dr-Carlisle-MA-01741/57058539_zpid/
19 Virginia Farme Ln,CARLISLE,MA,01741,675000,2142.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/19-Virginia-Farme-Ln-Carlisle-MA-01741/57058568_zpid/
1420 Curve St,CARLISLE,MA,01741,1400000,5027.0,4.0,4.0,133,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-Curve-St-Carlisle-MA-01741/57058535_zpid/
161 Acton St,CARLISLE,MA,01741,825000,2290.0,4.0,3.0,99,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/161-Acton-St-Carlisle-MA-01741/57058444_zpid/
111 Rutland St,CARLISLE,MA,01741,959000,3540.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-Rutland-St-Carlisle-MA-01741/57058864_zpid/
153 Arrowhead Ln,Carlisle,MA,01741,939900,3000.0,4.0,2.5,70,New Construction,http://www.zillow.com/homes/for_sale//homedetails/153-Arrowhead-Ln-Carlisle-MA-01741/166058448_zpid/
36 Forest Park Dr,CARLISLE,MA,01741,729000,2536.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/36-Forest-Park-Dr-Carlisle-MA-01741/57058559_zpid/
53 Ledgeways,CARLISLE,MA,01741,989000,4180.0,4.0,5.0,70,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/53-Ledgeways-Carlisle-MA-01741/57058892_zpid/
601 School St,CARLISLE,MA,01741,1429000,5303.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/601-School-St-Carlisle-MA-01741/57057492_zpid/
65 Hickory Ln,CARLISLE,MA,01741,995000,5405.0,4.0,5.0,558,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/65-Hickory-Ln-Carlisle-MA-01741/57058929_zpid/
162 Martin St,CARLISLE,MA,01741,899900,3280.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/162-Martin-St-Carlisle-MA-01741/57059019_zpid/
33 Sunset Rd,CARLISLE,MA,01741,779000,3329.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/33-Sunset-Rd-Carlisle-MA-01741/57058910_zpid/
195 Virginia Farme Ln,CARLISLE,MA,01741,945000,3622.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/195-Virginia-Farme-Ln-Carlisle-MA-01741/57058575_zpid/
46 Concord St,CARLISLE,MA,01741,974900,3010.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/46-Concord-St-Carlisle-MA-01741/57058381_zpid/
216 Hutchins Rd,CARLISLE,MA,01741,1198800,4597.0,5.0,6.0,91,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/216-Hutchins-Rd-Carlisle-MA-01741/57058977_zpid/
528 Maple St,CARLISLE,MA,01741,1950000,5597.0,6.0,5.0,96,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/528-Maple-St-Carlisle-MA-01741/57058780_zpid/
81 Greystone Ln,CARLISLE,MA,01741,1399900,3803.0,4.0,3.0,169,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/81-Greystone-Ln-Carlisle-MA-01741/118502369_zpid/
3 Judy Farm Rd,Carlisle,MA,01741,400000,NA,NA,NA,31,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Judy-Farm-Rd-Carlisle-MA-01741/2094720116_zpid/
240 Hanover Rd,CARLISLE,MA,01741,1388888,5200.0,5.0,5.0,752,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-Hanover-Rd-Carlisle-MA-01741/82314660_zpid/
41 Orchard Acres,Carlisle,MA,01741,1119000,4403.0,4.0,5.0,84,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-Orchard-Acres-Carlisle-MA-01741/57058894_zpid/
149 Russell St,CARLISLE,MA,01741,1699900,7036.0,4.0,4.0,22,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/149-Russell-St-Carlisle-MA-01741/57058156_zpid/
755 Lowell St,CARLISLE,MA,01741,879000,3071.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/755-Lowell-St-Carlisle-MA-01741/57059005_zpid/
81 Garrison Way # 4,Carlisle,MA,01741,899900,2330.0,2.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/81-Garrison-Way-4-Carlisle-MA-01741/2088723808_zpid/
128 Log Hill Rd,CARLISLE,MA,01741,1439000,4045.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/128-Log-Hill-Rd-Carlisle-MA-01741/57058068_zpid/
56 Applegrove Ln,Carlisle,MA,01741,1995900,6400.0,5.0,5.0,78,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/56-Applegrove-Ln-Carlisle-MA-01741/2089200646_zpid/
352 E Riding Dr,CARLISLE,MA,01741,985000,4931.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/352-E-Riding-Dr-Carlisle-MA-01741/57058310_zpid/
48 Bingham Rd,CARLISLE,MA,01741,1100000,1400.0,4.0,1.0,140,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/48-Bingham-Rd-Carlisle-MA-01741/57057561_zpid/
84 Hobblebush Ln,CARLISLE,MA,01741,1890000,6764.0,6.0,7.0,105,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/84-Hobblebush-Ln-Carlisle-MA-01741/82312757_zpid/
0 Rutland St,Carlisle,MA,01741,490000,NA,NA,NA,147,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Rutland-St-Carlisle-MA-01741/2090409622_zpid/
1 Judy Farm Rd,Carlisle,MA,01741,500000,NA,NA,NA,31,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Judy-Farm-Rd-Carlisle-MA-01741/2094719948_zpid/
Lots 1&3 Judy Farm Rd,Carlisle,MA,01741,900000,NA,NA,NA,31,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Lots-13-Judy-Farm-Rd-Carlisle-MA-01741/2088523897_zpid/
81 Garrison Way # 8,Carlisle,MA,01741,899900,2330.0,2.0,3.0,147,New Construction,http://www.zillow.com/homes/for_sale//homedetails/81-Garrison-Way-8-Carlisle-MA-01741/2090414286_zpid/
1 Bingham Rd,Carlisle,MA,01741,1100000,NA,NA,NA,140,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Bingham-Rd-Carlisle-MA-01741/2090293235_zpid/
Rocky Pt,CARLISLE,MA,01741,NA,1800.0,NA,1.5,43,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/249179506_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4 Wyman Rd,LEXINGTON,MA,02420,925000,2435.0,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-Wyman-Rd-Lexington-MA-02420/56496188_zpid/
81 Hancock St,LEXINGTON,MA,02420,1199900,2852.0,4.0,4.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/81-Hancock-St-Lexington-MA-02420/56494867_zpid/
66 Simonds Rd,LEXINGTON,MA,02420,849000,2245.0,3.0,2.0,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/66-Simonds-Rd-Lexington-MA-02420/56496223_zpid/
8 Rangeway,LEXINGTON,MA,02420,888000,2308.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Rangeway-Lexington-MA-02420/56497080_zpid/
12 Eaton Rd,LEXINGTON,MA,02420,919000,2470.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Eaton-Rd-Lexington-MA-02420/56496238_zpid/
93 Grove St,LEXINGTON,MA,02420,625000,1490.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/93-Grove-St-Lexington-MA-02420/56496591_zpid/
337 Bedford St,LEXINGTON,MA,02420,998000,2395.0,3.0,3.0,28,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/337-Bedford-St-Lexington-MA-02420/56496152_zpid/
10 Eldred St,LEXINGTON,MA,02420,769900,1844.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-Eldred-St-Lexington-MA-02420/56496626_zpid/
11 Hayes Ave,LEXINGTON,MA,02420,3200000,8229.0,6.0,8.0,818,New Construction,http://www.zillow.com/homes/for_sale//homedetails/11-Hayes-Ave-Lexington-MA-02420/56493675_zpid/
57 Ledgelawn Ave,LEXINGTON,MA,02420,899000,2020.0,3.0,3.0,29,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/57-Ledgelawn-Ave-Lexington-MA-02420/56495281_zpid/
222 Grove St,LEXINGTON,MA,02420,1150000,3678.0,5.0,5.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/222-Grove-St-Lexington-MA-02420/56497041_zpid/
95 N Hancock St,LEXINGTON,MA,02420,1375000,3848.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/95-N-Hancock-St-Lexington-MA-02420/56495498_zpid/
17 Hayes Ave,LEXINGTON,MA,02420,4495000,7910.0,8.0,8.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17-Hayes-Ave-Lexington-MA-02420/56493674_zpid/
24 Eldred St,LEXINGTON,MA,02420,1278000,3772.0,6.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/24-Eldred-St-Lexington-MA-02420/56496483_zpid/
1505 Massachusetts Ave # 6,Lexington,MA,02420,675000,1476.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1505-Massachusetts-Ave-6-Lexington-MA-02420/56492781_zpid/
31 Fletcher Ave APT 11,LEXINGTON,MA,02420,789000,1512.0,3.0,3.0,72,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/31-Fletcher-Ave-APT-11-Lexington-MA-02420/80623738_zpid/
15 Fulton Rd,LEXINGTON,MA,02420,3749000,6819.0,6.0,8.0,25,New Construction,http://www.zillow.com/homes/for_sale//homedetails/15-Fulton-Rd-Lexington-MA-02420/56493325_zpid/
5 John Hosmer Ln,LEXINGTON,MA,02420,4400000,10088.0,6.0,8.0,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-John-Hosmer-Ln-Lexington-MA-02420/56491311_zpid/
291 Emerson Rd,LEXINGTON,MA,02420,3400000,7970.0,6.0,8.0,100,New Construction,http://www.zillow.com/homes/for_sale//homedetails/291-Emerson-Rd-Lexington-MA-02420/56495175_zpid/
7 Flintlock Rd,LEXINGTON,MA,02420,2350000,6500.0,5.0,5.0,19,New Construction,http://www.zillow.com/homes/for_sale//homedetails/7-Flintlock-Rd-Lexington-MA-02420/56495933_zpid/
532 Lowell St,LEXINGTON,MA,02420,1629000,3800.0,5.0,4.0,23,New Construction,http://www.zillow.com/homes/for_sale//homedetails/532-Lowell-St-Lexington-MA-02420/56494404_zpid/
8 Westminster Ave # 8,Lexington,MA,02420,1299900,3489.0,4.0,4.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Westminster-Ave-8-Lexington-MA-02420/2092534933_zpid/
5 Cornerstone Way,LEXINGTON,MA,02420,2425000,5700.0,6.0,6.0,41,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-Cornerstone-Way-Lexington-MA-02420/121178450_zpid/
48 Grant St,LEXINGTON,MA,02420,2288000,4235.0,5.0,6.0,132,New Construction,http://www.zillow.com/homes/for_sale//homedetails/48-Grant-St-Lexington-MA-02420/56492616_zpid/
120 Laconia St,LEXINGTON,MA,02420,2050000,1274.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/120-Laconia-St-Lexington-MA-02420/56493471_zpid/
109 E Emerson Rd,LEXINGTON,MA,02420,1800000,4992.0,4.0,5.0,64,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/109-E-Emerson-Rd-Lexington-MA-02420/56494539_zpid/
152 Burlington St,LEXINGTON,MA,02420,2199000,4676.0,6.0,5.0,69,New Construction,http://www.zillow.com/homes/for_sale//homedetails/152-Burlington-St-Lexington-MA-02420/56496371_zpid/
44 Adams St,LEXINGTON,MA,02420,2939000,7509.0,6.0,9.0,134,New Construction,http://www.zillow.com/homes/for_sale//homedetails/44-Adams-St-Lexington-MA-02420/56487397_zpid/
24 Rumford Rd,LEXINGTON,MA,02420,2399000,4700.0,5.0,3.0,119,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/24-Rumford-Rd-Lexington-MA-02420/56493348_zpid/
218 Lowell St,LEXINGTON,MA,02420,1330000,4290.0,6.0,5.5,195,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/218-Lowell-St-Lexington-MA-02420/56491081_zpid/
18 Suzanne Rd,LEXINGTON,MA,02420,3295000,7455.0,8.0,9.0,199,New Construction,http://www.zillow.com/homes/for_sale//homedetails/18-Suzanne-Rd-Lexington-MA-02420/56495846_zpid/
Drummer Boy Way UNIT 10,Lexington,MA,02420,NA,926.0,1.0,1.5,442,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239691410_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Woburn St,Lexington,MA,02420,NA,1144.0,4.0,1.5,448,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239691456_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Arcola St,Lexington,MA,02420,NA,1344.0,3.0,2.0,336,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243138219_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Grove St,LEXINGTON,MA,02420,NA,3678.0,4.0,4.5,70,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Grove-St-Lexington-MA-02420/248922551_zpid/
Lowell St,LEXINGTON,MA,02420,NA,3152.0,4.0,1.5,65,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/248922550_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lowell St,LEXINGTON,MA,02420,NA,2474.0,4.0,3.0,167,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/166125722_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
51 Bridge St,LEXINGTON,MA,02421,1225000,2871.0,4.0,4.0,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/51-Bridge-St-Lexington-MA-02421/56490627_zpid/
141 Shade St,LEXINGTON,MA,02421,2299000,5804.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/141-Shade-St-Lexington-MA-02421/125928524_zpid/
206 Concord Ave,LEXINGTON,MA,02421,799000,1985.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/206-Concord-Ave-Lexington-MA-02421/56487493_zpid/
8 Sunny Knoll Ter,LEXINGTON,MA,02421,1175000,3500.0,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Sunny-Knoll-Ter-Lexington-MA-02421/56495317_zpid/
15 Oxbow Rd,LEXINGTON,MA,02421,1998000,6545.0,5.0,6.0,61,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Oxbow-Rd-Lexington-MA-02421/56494271_zpid/
16 Audubon Rd,LEXINGTON,MA,02421,1399000,3505.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-Audubon-Rd-Lexington-MA-02421/56492960_zpid/
30 Barberry Rd,LEXINGTON,MA,02421,1989000,3540.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Barberry-Rd-Lexington-MA-02421/56488242_zpid/
1994 Massachusetts Ave,LEXINGTON,MA,02421,2375000,3770.0,5.0,4.0,70,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1994-Massachusetts-Ave-Lexington-MA-02421/56492895_zpid/
34 Fairbanks Rd,LEXINGTON,MA,02421,1450000,3154.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/34-Fairbanks-Rd-Lexington-MA-02421/56489868_zpid/
11 Fairbanks Rd,LEXINGTON,MA,02421,2208000,5900.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-Fairbanks-Rd-Lexington-MA-02421/56489859_zpid/
225 Waltham St # 225,Lexington,MA,02421,1368000,4146.0,6.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-Waltham-St-225-Lexington-MA-02421/2088279684_zpid/
7 Greenwood St,LEXINGTON,MA,02421,1575000,3118.0,4.0,3.0,86,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-Greenwood-St-Lexington-MA-02421/56493988_zpid/
5 Pinewood St,LEXINGTON,MA,02421,3988000,5858.0,5.0,7.5,112,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-Pinewood-St-Lexington-MA-02421/56489404_zpid/
217 Waltham St,LEXINGTON,MA,02421,3650000,7611.0,7.0,8.0,84,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/217-Waltham-St-Lexington-MA-02421/56491784_zpid/
140 Marrett Rd,LEXINGTON,MA,02421,1900000,3734.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/140-Marrett-Rd-Lexington-MA-02421/56490336_zpid/
8 Childs Rd,LEXINGTON,MA,02421,1275888,3007.0,5.0,4.0,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Childs-Rd-Lexington-MA-02421/56493808_zpid/
50 Winthrop Rd,LEXINGTON,MA,02421,2679000,6287.0,5.0,6.0,83,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-Winthrop-Rd-Lexington-MA-02421/56491776_zpid/
81 Westview St,LEXINGTON,MA,02421,2798000,10200.0,6.0,8.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/81-Westview-St-Lexington-MA-02421/56496797_zpid/
12 Cart Path Ln,LEXINGTON,MA,02421,2295000,5561.0,6.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Cart-Path-Ln-Lexington-MA-02421/124140919_zpid/
75 Shade St,LEXINGTON,MA,02421,2388000,6257.0,5.0,7.0,81,New Construction,http://www.zillow.com/homes/for_sale//homedetails/75-Shade-St-Lexington-MA-02421/56489969_zpid/
14 Percy Rd,LEXINGTON,MA,02421,2345000,6282.0,6.0,4.0,153,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14-Percy-Rd-Lexington-MA-02421/56491563_zpid/
38 Cedar St,LEXINGTON,MA,02421,747000,1880.0,3.0,2.5,29,Auction,http://www.zillow.com/homes/for_sale//homedetails/38-Cedar-St-Lexington-MA-02421/56493140_zpid/
43 Reed St,LEXINGTON,MA,02421,1499000,3200.0,4.0,4.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/43-Reed-St-Lexington-MA-02421/56494956_zpid/
Middle St,Lexington,MA,02421,NA,2130.0,2.0,2.0,308,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243590235_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lawrence Ln,LEXINGTON,MA,02421,NA,1296.0,3.0,3.0,126,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247611319_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Banks Ave,Lexington,MA,02421,NA,1356.0,3.0,1.5,686,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/166125932_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Shade St,LEXINGTON,MA,02421,NA,2270.0,4.0,3.0,35,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/249388682_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Cedar St,LEXINGTON,MA,02421,NA,1880.0,3.0,2.5,35,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/249388683_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Marrett Rd,Lexington,MA,02421,NA,1446.0,3.0,1.0,448,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/166125933_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lawrence Ln,LEXINGTON,MA,02421,NA,1296.0,3.0,3.0,126,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247611319_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Middle St,Lexington,MA,02421,NA,2130.0,2.0,2.0,308,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243590235_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
51 Clark St,WINCHESTER,MA,01890,599000,1264.0,3.0,3.0,6,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/51-Clark-St-Winchester-MA-01890/56379768_zpid/
16 Bradford Rd # 16,Winchester,MA,01890,490000,1452.0,3.0,2.0,9,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-Bradford-Rd-16-Winchester-MA-01890/2088228096_zpid/
15 South Gtwy,Winchester,MA,01890,1050000,2800.0,3.0,3.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-South-Gtwy-Winchester-MA-01890/56377372_zpid/
258 Cross St,WINCHESTER,MA,01890,699000,1748.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/258-Cross-St-Winchester-MA-01890/56379258_zpid/
8 Lagrange St,WINCHESTER,MA,01890,1839000,3700.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Lagrange-St-Winchester-MA-01890/56379914_zpid/
16 Hancock St,WINCHESTER,MA,01890,1599000,3682.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-Hancock-St-Winchester-MA-01890/56376441_zpid/
310 Main St,WINCHESTER,MA,01890,1287500,3274.0,6.0,2.0,23,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/310-Main-St-Winchester-MA-01890/56378023_zpid/
17 East St,WINCHESTER,MA,01890,833000,2145.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17-East-St-Winchester-MA-01890/56378918_zpid/
6 Robinson Park,WINCHESTER,MA,01890,3099000,5062.0,5.0,6.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/6-Robinson-Park-Winchester-MA-01890/56541389_zpid/
231 Ridge St,WINCHESTER,MA,01890,939000,3141.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/231-Ridge-St-Winchester-MA-01890/56381796_zpid/
9 Grove St,WINCHESTER,MA,01890,4499000,10000.0,8.0,8.0,247,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9-Grove-St-Winchester-MA-01890/56377752_zpid/
21 Adams Rd,Winchester,MA,01890,1499000,4140.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-Adams-Rd-Winchester-MA-01890/165962253_zpid/
26 Pond St,WINCHESTER,MA,01890,999990,3010.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/26-Pond-St-Winchester-MA-01890/56380561_zpid/
